=======================================================================================
                            TOP-5000 САМЫХ ЧАСТЫХ СЛОВ
                            Сортировка: По_частоте
=======================================================================================

Режим: Все файлы
Файл: Папка SourceTexts
Дата: Dec 10 2025 15:20:06

-----------------------------------------------------------------------------------------------------------------------
  №   Слово                 Частота     Документы
4185   интересно                   3   voyna-i-mir-tom-1.txt
4186   исключения                  3   voyna-i-mir-tom-1.txt
4187   исплаканным                 3   voyna-i-mir-tom-1.txt
4188   испугался                   3   voyna-i-mir-tom-1.txt
4189   испуганное                  3   voyna-i-mir-tom-1.txt
4190   испуганной                  3   voyna-i-mir-tom-1.txt, Пушкин_Пророк.txt
4191   испуганный                  3   voyna-i-mir-tom-1.txt
4192   испытывала                  3   voyna-i-mir-tom-1.txt
4193   истории                     3   voyna-i-mir-tom-1.txt
4194   италии                      3   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
4195   итальянца                   3   voyna-i-mir-tom-1.txt
4196   ища                         3   voyna-i-mir-tom-1.txt
4197   кавалерист                  3   voyna-i-mir-tom-1.txt
4198   кавалеристов                3   voyna-i-mir-tom-1.txt
4199   кавалерию                   3   voyna-i-mir-tom-1.txt
4200   казавшийся                  3   voyna-i-mir-tom-1.txt
4201   какова                      3   voyna-i-mir-tom-1.txt
4202   какого                      3   voyna-i-mir-tom-1.txt
4203   какою                       3   voyna-i-mir-tom-1.txt
4204   какуюто                     3   voyna-i-mir-tom-1.txt
4205   капитуляции                 3   voyna-i-mir-tom-1.txt
4206   капоты                      3   voyna-i-mir-tom-1.txt
4207   карагина                    3   voyna-i-mir-tom-1.txt
4208   карандашом                  3   voyna-i-mir-tom-1.txt
4209   карете                      3   voyna-i-mir-tom-1.txt
4210   карман                      3   voyna-i-mir-tom-1.txt
4211   карту                       3   voyna-i-mir-tom-1.txt
4212   катя                        3   voyna-i-mir-tom-1.txt
4213   кашу                        3   voyna-i-mir-tom-1.txt
4214   квартиры                    3   voyna-i-mir-tom-1.txt
4215   кивера                      3   voyna-i-mir-tom-1.txt
4216   киевский                    3   voyna-i-mir-tom-1.txt
4217   кинул                       3   voyna-i-mir-tom-1.txt
4218   клонил                      3   voyna-i-mir-tom-1.txt
4219   князе                       3   voyna-i-mir-tom-1.txt
4220   когонибудь                  3   voyna-i-mir-tom-1.txt
4221   козловскому                 3   voyna-i-mir-tom-1.txt
4222   козырька                    3   voyna-i-mir-tom-1.txt
4223   колена                      3   voyna-i-mir-tom-1.txt
4224   колесо                      3   voyna-i-mir-tom-1.txt
4225   количества                  3   voyna-i-mir-tom-1.txt
4226   ком                         3   voyna-i-mir-tom-1.txt
4227   команде                     3   voyna-i-mir-tom-1.txt
4228   командою                    3   voyna-i-mir-tom-1.txt
4229   комнатах                    3   voyna-i-mir-tom-1.txt
4230   комуто                      3   voyna-i-mir-tom-1.txt
4231   концах                      3   voyna-i-mir-tom-1.txt
4232   кончики                     3   voyna-i-mir-tom-1.txt
4233   коридор                     3   voyna-i-mir-tom-1.txt
4234   королем                     3   voyna-i-mir-tom-1.txt
4235   короткая                    3   voyna-i-mir-tom-1.txt
4236   короткими                   3   voyna-i-mir-tom-1.txt
4237   коротко                     3   voyna-i-mir-tom-1.txt
4238   корпус                      3   voyna-i-mir-tom-1.txt
4239   косой                       3   voyna-i-mir-tom-1.txt
4240   красавец                    3   voyna-i-mir-tom-1.txt
4241   красавицу                   3   voyna-i-mir-tom-1.txt
4242   красивые                    3   voyna-i-mir-tom-1.txt
4243   красных                     3   voyna-i-mir-tom-1.txt
4244   красоту                     3   voyna-i-mir-tom-1.txt
4245   края                        3   voyna-i-mir-tom-1.txt
4246   крича                       3   voyna-i-mir-tom-1.txt
4247   кричали                     3   voyna-i-mir-tom-1.txt
4248   кричать                     3   voyna-i-mir-tom-1.txt
4249   кротко                      3   voyna-i-mir-tom-1.txt
4250   кружка                      3   voyna-i-mir-tom-1.txt
4251   крупными                    3   voyna-i-mir-tom-1.txt
4252   круто                       3   voyna-i-mir-tom-1.txt
4253   крылом                      3   voyna-i-mir-tom-1.txt
4254   крыльца                     3   voyna-i-mir-tom-1.txt
4255   крыльце                     3   voyna-i-mir-tom-1.txt
4256   куданибудь                  3   voyna-i-mir-tom-1.txt
4257   кудато                      3   voyna-i-mir-tom-1.txt
4258   кузьмича                    3   voyna-i-mir-tom-1.txt
4259   курагиным                   3   voyna-i-mir-tom-1.txt
4260   курьером                    3   voyna-i-mir-tom-1.txt
4261   кустам                      3   voyna-i-mir-tom-1.txt
4262   кусты                       3   voyna-i-mir-tom-1.txt
4263   кучер                       3   voyna-i-mir-tom-1.txt
4264   кучера                      3   voyna-i-mir-tom-1.txt
4265   лаврушки                    3   voyna-i-mir-tom-1.txt
4266   лагерь                      3   voyna-i-mir-tom-1.txt
4267   лагеря                      3   voyna-i-mir-tom-1.txt
4268   ланжерона                   3   voyna-i-mir-tom-1.txt
4269   ласков                      3   voyna-i-mir-tom-1.txt
4270   лбом                        3   voyna-i-mir-tom-1.txt
4271   лгу                         3   voyna-i-mir-tom-1.txt
4272   левую                       3   voyna-i-mir-tom-1.txt
4273   легче                       3   voyna-i-mir-tom-1.txt
4274   лежало                      3   voyna-i-mir-tom-1.txt
4275   лепетанье                   3   voyna-i-mir-tom-1.txt
4276   лестницы                    3   voyna-i-mir-tom-1.txt
4277   лечь                        3   voyna-i-mir-tom-1.txt
4278   лизы                        3   voyna-i-mir-tom-1.txt
4279   лише                        3   voyna-i-mir-tom-1.txt
4280   лишнее                      3   voyna-i-mir-tom-1.txt
4281   лишний                      3   voyna-i-mir-tom-1.txt
4282   локоть                      3   voyna-i-mir-tom-1.txt
4283   лоррен                      3   voyna-i-mir-tom-1.txt
4284   лугу                        3   voyna-i-mir-tom-1.txt
4285   лучи                        3   voyna-i-mir-tom-1.txt
4286   ль                          3   voyna-i-mir-tom-1.txt
4287   льду                        3   voyna-i-mir-tom-1.txt
4288   любоваться                  3   voyna-i-mir-tom-1.txt
4289   любовью                     3   voyna-i-mir-tom-1.txt
4290   майор                       3   voyna-i-mir-tom-1.txt
4291   маленького                  3   voyna-i-mir-tom-1.txt
4292   маленькое                   3   voyna-i-mir-tom-1.txt
4293   манерами                    3   voyna-i-mir-tom-1.txt
4294   манерой                     3   voyna-i-mir-tom-1.txt
4295   маркитанта                  3   voyna-i-mir-tom-1.txt
4296   марширует                   3   voyna-i-mir-tom-1.txt
4297   масс                        3   voyna-i-mir-tom-1.txt
4298   масса                       3   voyna-i-mir-tom-1.txt
4299   махнув                      3   voyna-i-mir-tom-1.txt
4300   махнул                      3   voyna-i-mir-tom-1.txt
4301   мгновенье                   3   voyna-i-mir-tom-1.txt
4302   медведем                    3   voyna-i-mir-tom-1.txt
4303   мерзавцев                   3   voyna-i-mir-tom-1.txt
4304   мерзко                      3   voyna-i-mir-tom-1.txt
4305   мечтания                    3   voyna-i-mir-tom-1.txt
4306   мешает                      3   voyna-i-mir-tom-1.txt
4307   мешал                       3   voyna-i-mir-tom-1.txt
4308   милой                       3   voyna-i-mir-tom-1.txt
4309   минирован                   3   voyna-i-mir-tom-1.txt
4310   министру                    3   voyna-i-mir-tom-1.txt
4311   минутного                   3   voyna-i-mir-tom-1.txt
4312   митрич                      3   voyna-i-mir-tom-1.txt
4313   михайла                     3   voyna-i-mir-tom-1.txt
4314   михайле                     3   voyna-i-mir-tom-1.txt
4315   михайловне                  3   voyna-i-mir-tom-1.txt
4316   младшая                     3   voyna-i-mir-tom-1.txt
4317   младшие                     3   voyna-i-mir-tom-1.txt
4318   моему                       3   voyna-i-mir-tom-1.txt
4319   моим                        3   voyna-i-mir-tom-1.txt, Пушкин_Пророк.txt
4320   молодецки                   3   voyna-i-mir-tom-1.txt
4321   молодое                     3   voyna-i-mir-tom-1.txt
4322   молодостью                  3   voyna-i-mir-tom-1.txt
4323   молоды                      3   voyna-i-mir-tom-1.txt
4324   молчите                     3   voyna-i-mir-tom-1.txt
4325   момент                      3   voyna-i-mir-tom-1.txt
4326   морем                       3   voyna-i-mir-tom-1.txt
4327   мороженое                   3   voyna-i-mir-tom-1.txt
4328   мортемар                    3   voyna-i-mir-tom-1.txt
4329   морщась                     3   voyna-i-mir-tom-1.txt
4330   мрак                        3   voyna-i-mir-tom-1.txt
4331   мрачно                      3   voyna-i-mir-tom-1.txt
4332   мужественный                3   voyna-i-mir-tom-1.txt
4333   мужском                     3   voyna-i-mir-tom-1.txt
4334   музыка                      3   voyna-i-mir-tom-1.txt
4335   мундир                      3   voyna-i-mir-tom-1.txt
4336   мысленно                    3   voyna-i-mir-tom-1.txt
4337   наблюдать                   3   voyna-i-mir-tom-1.txt
4338   наблюдения                  3   voyna-i-mir-tom-1.txt
4339   наблюдениями                3   voyna-i-mir-tom-1.txt
4340   наверно                     3   voyna-i-mir-tom-1.txt
4341   нагибался                   3   voyna-i-mir-tom-1.txt
4342   нагнув                      3   voyna-i-mir-tom-1.txt
4343   наговорили                  3   voyna-i-mir-tom-1.txt
4344   наград                      3   voyna-i-mir-tom-1.txt
